alarm_id,timestamp,source_system,host,service,severity,alarm_type,message,veri_merkezi,kabin,ortam
ALM-00200,2026-09-10T01:47:47,AppDynamics,ao-007-web,web-bff,3,timeout,api-gateway servisine yapilan cagri zaman asimina ugradi (84 ms),dc1,rack-B,prod
ALM-00143,2026-09-10T01:47:49,Zabbix,ao-045-dns,dns-resolver,4,latency_high,"Yanit suresi p99 esigi asti, 75 ms",dc1,rack-A,prod
ALM-00449,2026-09-10T01:47:51,OBM,ao-028-order,order-service,3,timeout,subscriber-service servisine yapilan cagri zaman asimina ugradi (88 ms),dc2,rack-B,prod
ALM-00331,2026-09-10T01:47:52,AppDynamics,ao-027-order,order-service,3,timeout,message-queue servisine yapilan cagri zaman asimina ugradi (72 ms),dc1,rack-A,prod
ALM-00109,2026-09-10T01:47:53,Zabbix,ao-027-order,order-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 74",dc1,rack-A,prod
ALM-00442,2026-09-10T01:47:53,OBM,ao-027-order,order-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 71",dc1,rack-A,prod
ALM-00078,2026-09-10T01:47:54,SyslogNG,ao-009-auth,auth-service,4,conn_refused,"subscriber-service baglantisi reddedildi, hedef erisilemiyor",dc1,rack-A,prod
ALM-00387,2026-09-10T01:47:54,Prometheus,ao-017-subscriber,subscriber-service,4,timeout,subscriber-db servisine yapilan cagri zaman asimina ugradi (82 ms),dc1,rack-C,prod
ALM-00302,2026-09-10T01:47:55,OBM,ao-016-subscriber,subscriber-service,3,latency_high,"Yanit suresi p99 esigi asti, 85 ms",dc2,rack-B,prod
ALM-00293,2026-09-10T01:47:56,AppDynamics,ao-015-subscriber,subscriber-service,4,timeout,dns-resolver servisine yapilan cagri zaman asimina ugradi (77 ms),dc1,rack-A,prod
ALM-00244,2026-09-10T01:47:57,SyslogNG,ao-018-billing,billing-service,3,timeout,charging-service servisine yapilan cagri zaman asimina ugradi (87 ms),dc2,rack-A,prod
ALM-00319,2026-09-10T01:47:58,SyslogNG,ao-030-notification,notification-service,3,latency_high,"Yanit suresi p99 esigi asti, 92 ms",dc2,rack-A,prod
ALM-00087,2026-09-10T01:47:59,Prometheus,ao-015-subscriber,subscriber-service,3,latency_high,"Yanit suresi p99 esigi asti, 72 ms",dc1,rack-A,prod
ALM-00259,2026-09-10T01:47:59,Zabbix,ao-020-billing,billing-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 87",dc2,rack-C,prod
ALM-00347,2026-09-10T01:47:59,AppDynamics,ao-004-mobile,mobile-bff,3,latency_high,"Yanit suresi p99 esigi asti, 79 ms",dc2,rack-B,prod
ALM-00226,2026-09-10T01:48:00,SyslogNG,ao-002-api,api-gateway,4,timeout,auth-service servisine yapilan cagri zaman asimina ugradi (77 ms),dc2,rack-C,prod
ALM-01431,2026-09-10T01:48:00,Prometheus,ao-033-subscriber,subscriber-db,2,latency_high,"Yanit suresi p99 esigi asti, 34 ms",dc1,rack-A,prod
ALM-00157,2026-09-10T01:48:01,OBM,ao-051-report,report-batch,4,latency_high,"Yanit suresi p99 esigi asti, 82 ms",dc1,rack-A,prod
ALM-00268,2026-09-10T01:48:01,SyslogNG,ao-001-api,api-gateway,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 87,dc1,rack-B,prod
ALM-00188,2026-09-10T01:48:02,OBM,ao-006-mobile,mobile-bff,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 87,dc2,rack-A,prod
ALM-00309,2026-09-10T01:48:03,OBM,ao-017-subscriber,subscriber-service,3,timeout,dns-resolver servisine yapilan cagri zaman asimina ugradi (82 ms),dc1,rack-C,prod
ALM-01538,2026-09-10T01:48:03,SyslogNG,ao-037-cache,cache-cluster,1,ntp_drift,Saat sapmasi 67 ms,dc1,rack-B,prod
ALM-00368,2026-09-10T01:48:06,Zabbix,ao-015-subscriber,subscriber-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 94,dc1,rack-A,prod
ALM-00079,2026-09-10T01:48:07,SyslogNG,ao-009-auth,auth-service,4,latency_high,"Yanit suresi p99 esigi asti, 86 ms",dc1,rack-A,prod
ALM-00165,2026-09-10T01:48:09,OBM,ao-004-mobile,mobile-bff,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 71,dc2,rack-B,prod
ALM-00434,2026-09-10T01:48:09,AppDynamics,ao-023-charging,charging-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 84,dc1,rack-C,prod
ALM-00404,2026-09-10T01:48:11,Zabbix,ao-051-report,report-batch,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 79",dc1,rack-A,prod
ALM-00236,2026-09-10T01:48:12,SyslogNG,ao-003-api,api-gateway,3,timeout,auth-service servisine yapilan cagri zaman asimina ugradi (86 ms),dc1,rack-A,prod
ALM-00158,2026-09-10T01:48:14,SyslogNG,ao-051-report,report-batch,4,latency_high,"Yanit suresi p99 esigi asti, 89 ms",dc1,rack-A,prod
ALM-00269,2026-09-10T01:48:14,OBM,ao-001-api,api-gateway,3,timeout,dns-resolver servisine yapilan cagri zaman asimina ugradi (97 ms),dc1,rack-B,prod
ALM-00361,2026-09-10T01:48:14,OBM,ao-006-mobile,mobile-bff,3,timeout,order-service servisine yapilan cagri zaman asimina ugradi (84 ms),dc2,rack-A,prod
ALM-00398,2026-09-10T01:48:14,AppDynamics,ao-050-reconciliation,reconciliation-batch,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 75,dc2,rack-C,prod
ALM-00227,2026-09-10T01:48:16,SyslogNG,ao-002-api,api-gateway,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 91",dc2,rack-C,prod
ALM-00237,2026-09-10T01:48:16,Prometheus,ao-003-api,api-gateway,3,timeout,auth-service servisine yapilan cagri zaman asimina ugradi (78 ms),dc1,rack-A,prod
ALM-00332,2026-09-10T01:48:16,Prometheus,ao-027-order,order-service,4,timeout,message-queue servisine yapilan cagri zaman asimina ugradi (88 ms),dc1,rack-A,prod
ALM-00379,2026-09-10T01:48:16,AppDynamics,ao-016-subscriber,subscriber-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 82,dc2,rack-B,prod
ALM-00177,2026-09-10T01:48:20,Zabbix,ao-005-mobile,mobile-bff,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 79,dc1,rack-C,prod
ALM-00208,2026-09-10T01:48:20,AppDynamics,ao-008-web,web-bff,3,latency_high,"Yanit suresi p99 esigi asti, 88 ms",dc2,rack-C,prod
ALM-00397,2026-09-10T01:48:21,OBM,ao-050-reconciliation,reconciliation-batch,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 81",dc2,rack-C,prod
ALM-02182,2026-09-10T01:48:21,Prometheus,ao-008-web,web-bff,1,latency_high,"Yanit suresi p99 esigi asti, 32 ms",dc2,rack-C,prod
ALM-00417,2026-09-10T01:48:24,Zabbix,ao-021-charging,charging-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 89,dc1,rack-A,prod
ALM-00428,2026-09-10T01:48:24,Zabbix,ao-022-charging,charging-service,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 76,dc2,rack-B,prod
ALM-00189,2026-09-10T01:48:25,Zabbix,ao-006-mobile,mobile-bff,3,timeout,api-gateway servisine yapilan cagri zaman asimina ugradi (98 ms),dc2,rack-A,prod
ALM-00088,2026-09-10T01:48:28,AppDynamics,ao-015-subscriber,subscriber-service,4,timeout,subscriber-service servisine yapilan cagri zaman asimina ugradi (84 ms),dc1,rack-A,prod
ALM-00221,2026-09-10T01:48:28,Prometheus,ao-001-api,api-gateway,3,timeout,auth-service servisine yapilan cagri zaman asimina ugradi (81 ms),dc1,rack-B,prod
ALM-01568,2026-09-10T01:48:28,Prometheus,ao-036-billing,billing-db,1,mem_high,Bellek kullanimi yuzde 83 seviyesinde,dc2,rack-A,prod
ALM-00134,2026-09-10T01:48:29,AppDynamics,ao-039-message,message-queue,5,timeout,message-queue servisine yapilan cagri zaman asimina ugradi (71 ms),dc1,rack-A,prod
ALM-00303,2026-09-10T01:48:29,OBM,ao-016-subscriber,subscriber-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 82,dc2,rack-B,prod
ALM-00348,2026-09-10T01:48:31,OBM,ao-004-mobile,mobile-bff,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 71,dc2,rack-B,prod
ALM-02514,2026-09-10T01:48:31,Prometheus,ao-023-charging,charging-service,2,backup_warn,Yedekleme isi 58 dakika gecikmeli tamamlandi,dc1,rack-C,prod
ALM-02758,2026-09-10T01:48:32,Prometheus,ao-035-billing,billing-db,3,cert_expiry,Sertifika 26 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-00144,2026-09-10T01:48:34,AppDynamics,ao-045-dns,dns-resolver,3,conn_refused,"api-gateway baglantisi reddedildi, hedef erisilemiyor",dc1,rack-A,prod
ALM-00209,2026-09-10T01:48:34,Zabbix,ao-008-web,web-bff,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 74,dc2,rack-C,prod
ALM-00089,2026-09-10T01:48:36,Zabbix,ao-015-subscriber,subscriber-service,5,conn_refused,"auth-service baglantisi reddedildi, hedef erisilemiyor",dc1,rack-A,prod
ALM-00064,2026-09-10T01:48:37,AppDynamics,ao-003-api,api-gateway,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 90",dc1,rack-A,prod
ALM-00260,2026-09-10T01:48:37,OBM,ao-020-billing,billing-service,4,latency_high,"Yanit suresi p99 esigi asti, 80 ms",dc2,rack-C,prod
ALM-00099,2026-09-10T01:48:39,Prometheus,ao-021-charging,charging-service,3,conn_refused,"subscriber-db baglantisi reddedildi, hedef erisilemiyor",dc1,rack-A,prod
ALM-02706,2026-09-10T01:48:39,Prometheus,ao-004-mobile,mobile-bff,2,backup_warn,Yedekleme isi 38 dakika gecikmeli tamamlandi,dc2,rack-B,prod
ALM-02729,2026-09-10T01:48:39,SyslogNG,ao-056-kyc,kyc-provider-gw,1,latency_high,"Yanit suresi p99 esigi asti, 28 ms",dc2,rack-C,prod
ALM-00369,2026-09-10T01:48:40,AppDynamics,ao-015-subscriber,subscriber-service,4,timeout,subscriber-db servisine yapilan cagri zaman asimina ugradi (88 ms),dc1,rack-A,prod
ALM-02799,2026-09-10T01:48:40,Prometheus,ao-037-cache,cache-cluster,2,ntp_drift,Saat sapmasi 48 ms,dc1,rack-B,prod
ALM-00287,2026-09-10T01:48:41,SyslogNG,ao-003-api,api-gateway,3,latency_high,"Yanit suresi p99 esigi asti, 91 ms",dc1,rack-A,prod
ALM-00118,2026-09-10T01:48:43,Prometheus,ao-033-subscriber,subscriber-db,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 97",dc1,rack-A,prod
ALM-00388,2026-09-10T01:48:43,AppDynamics,ao-017-subscriber,subscriber-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 90",dc1,rack-C,prod
ALM-02653,2026-09-10T01:48:43,Zabbix,ao-021-charging,charging-service,2,latency_high,"Yanit suresi p99 esigi asti, 87 ms",dc1,rack-A,prod
ALM-00450,2026-09-10T01:48:45,Prometheus,ao-028-order,order-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 76,dc2,rack-B,prod
ALM-00159,2026-09-10T01:48:46,SyslogNG,ao-051-report,report-batch,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 99",dc1,rack-A,prod
ALM-00354,2026-09-10T01:48:46,Prometheus,ao-005-mobile,mobile-bff,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 71,dc1,rack-C,prod
ALM-02094,2026-09-10T01:48:46,Prometheus,ao-044-load,load-balancer,2,cpu_high,CPU kullanimi yuzde 27,dc2,rack-C,prod
ALM-02384,2026-09-10T01:48:46,Prometheus,ao-050-reconciliation,reconciliation-batch,3,backup_warn,Yedekleme isi 54 dakika gecikmeli tamamlandi,dc2,rack-C,prod
ALM-00338,2026-09-10T01:48:48,SyslogNG,ao-028-order,order-service,4,latency_high,"Yanit suresi p99 esigi asti, 82 ms",dc2,rack-B,prod
ALM-00758,2026-09-10T01:48:48,Zabbix,ao-014-session,session-service,2,mem_high,Bellek kullanimi yuzde 66 seviyesinde,dc2,rack-C,prod
ALM-00065,2026-09-10T01:48:51,SyslogNG,ao-003-api,api-gateway,4,timeout,dns-resolver servisine yapilan cagri zaman asimina ugradi (88 ms),dc1,rack-A,prod
ALM-00245,2026-09-10T01:48:51,Zabbix,ao-018-billing,billing-service,4,timeout,charging-service servisine yapilan cagri zaman asimina ugradi (89 ms),dc2,rack-A,prod
ALM-00443,2026-09-10T01:48:52,Prometheus,ao-027-order,order-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 71",dc1,rack-A,prod
ALM-01481,2026-09-10T01:48:52,Prometheus,ao-016-subscriber,subscriber-service,1,cpu_high,CPU kullanimi yuzde 59,dc2,rack-B,prod
ALM-02179,2026-09-10T01:48:52,AppDynamics,ao-018-billing,billing-service,4,ntp_drift,Saat sapmasi 50 ms,dc2,rack-A,prod
ALM-00100,2026-09-10T01:48:53,Zabbix,ao-021-charging,charging-service,4,timeout,charging-service servisine yapilan cagri zaman asimina ugradi (86 ms),dc1,rack-A,prod
ALM-00252,2026-09-10T01:48:53,Zabbix,ao-019-billing,billing-service,3,timeout,charging-service servisine yapilan cagri zaman asimina ugradi (94 ms),dc1,rack-B,prod
ALM-00362,2026-09-10T01:48:55,Prometheus,ao-006-mobile,mobile-bff,4,timeout,order-service servisine yapilan cagri zaman asimina ugradi (86 ms),dc2,rack-A,prod
ALM-00320,2026-09-10T01:48:56,SyslogNG,ao-030-notification,notification-service,4,latency_high,"Yanit suresi p99 esigi asti, 87 ms",dc2,rack-A,prod
ALM-00178,2026-09-10T01:48:57,Zabbix,ao-005-mobile,mobile-bff,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 85,dc1,rack-C,prod
ALM-00722,2026-09-10T01:48:59,Prometheus,ao-012-session,session-service,2,mem_high,Bellek kullanimi yuzde 66 seviyesinde,dc2,rack-A,prod
ALM-00166,2026-09-10T01:49:00,Zabbix,ao-004-mobile,mobile-bff,3,latency_high,"Yanit suresi p99 esigi asti, 97 ms",dc2,rack-B,prod
ALM-00380,2026-09-10T01:49:00,AppDynamics,ao-016-subscriber,subscriber-service,3,latency_high,"Yanit suresi p99 esigi asti, 79 ms",dc2,rack-B,prod
ALM-00310,2026-09-10T01:49:01,OBM,ao-017-subscriber,subscriber-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 94",dc1,rack-C,prod
ALM-00381,2026-09-10T01:49:01,AppDynamics,ao-016-subscriber,subscriber-service,3,timeout,subscriber-db servisine yapilan cagri zaman asimina ugradi (88 ms),dc2,rack-B,prod
ALM-00405,2026-09-10T01:49:02,Zabbix,ao-051-report,report-batch,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 83",dc1,rack-A,prod
ALM-00201,2026-09-10T01:49:03,AppDynamics,ao-007-web,web-bff,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 73",dc1,rack-B,prod
ALM-00294,2026-09-10T01:49:03,AppDynamics,ao-015-subscriber,subscriber-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 98",dc1,rack-A,prod
ALM-01879,2026-09-10T01:49:03,Prometheus,ao-040-message,message-queue,2,mem_high,Bellek kullanimi yuzde 85 seviyesinde,dc2,rack-B,prod
ALM-01884,2026-09-10T01:49:03,SyslogNG,ao-043-load,load-balancer,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 53 dolu",dc1,rack-B,prod
ALM-00277,2026-09-10T01:49:04,Zabbix,ao-002-api,api-gateway,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 92,dc2,rack-C,prod
ALM-00406,2026-09-10T01:49:04,OBM,ao-051-report,report-batch,3,latency_high,"Yanit suresi p99 esigi asti, 98 ms",dc1,rack-A,prod
ALM-00119,2026-09-10T01:49:05,AppDynamics,ao-033-subscriber,subscriber-db,4,latency_high,"Yanit suresi p99 esigi asti, 78 ms",dc1,rack-A,prod
ALM-00167,2026-09-10T01:49:05,SyslogNG,ao-004-mobile,mobile-bff,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 91",dc2,rack-B,prod
ALM-00435,2026-09-10T01:49:08,SyslogNG,ao-023-charging,charging-service,4,timeout,subscriber-service servisine yapilan cagri zaman asimina ugradi (76 ms),dc1,rack-C,prod
ALM-02241,2026-09-10T01:49:08,AppDynamics,ao-024-payment,payment-service,3,log_rotate,"Log rotasyonu beklenenden uzun surdu, 32 saniye",dc2,rack-A,prod
ALM-00179,2026-09-10T01:49:09,OBM,ao-005-mobile,mobile-bff,3,latency_high,"Yanit suresi p99 esigi asti, 76 ms",dc1,rack-C,prod
ALM-00246,2026-09-10T01:49:09,Prometheus,ao-018-billing,billing-service,3,latency_high,"Yanit suresi p99 esigi asti, 71 ms",dc2,rack-A,prod
ALM-00321,2026-09-10T01:49:09,SyslogNG,ao-030-notification,notification-service,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 78,dc2,rack-A,prod
ALM-01346,2026-09-10T01:49:10,SyslogNG,ao-030-notification,notification-service,2,backup_warn,Yedekleme isi 81 dakika gecikmeli tamamlandi,dc2,rack-A,prod
ALM-00190,2026-09-10T01:49:13,Zabbix,ao-006-mobile,mobile-bff,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 72,dc2,rack-A,prod
ALM-00278,2026-09-10T01:49:15,SyslogNG,ao-002-api,api-gateway,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 94",dc2,rack-C,prod
ALM-00145,2026-09-10T01:49:16,Prometheus,ao-045-dns,dns-resolver,4,timeout,subscriber-service servisine yapilan cagri zaman asimina ugradi (70 ms),dc1,rack-A,prod
ALM-00363,2026-09-10T01:49:16,Zabbix,ao-006-mobile,mobile-bff,3,timeout,order-service servisine yapilan cagri zaman asimina ugradi (86 ms),dc2,rack-A,prod
ALM-00370,2026-09-10T01:49:16,SyslogNG,ao-015-subscriber,subscriber-service,4,latency_high,"Yanit suresi p99 esigi asti, 83 ms",dc1,rack-A,prod
ALM-00288,2026-09-10T01:49:17,AppDynamics,ao-003-api,api-gateway,3,timeout,dns-resolver servisine yapilan cagri zaman asimina ugradi (70 ms),dc1,rack-A,prod
ALM-00740,2026-09-10T01:49:17,AppDynamics,ao-013-session,session-service,2,mem_high,Bellek kullanimi yuzde 66 seviyesinde,dc1,rack-B,prod
ALM-01737,2026-09-10T01:49:17,Zabbix,ao-056-kyc,kyc-provider-gw,3,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 41 dolu",dc2,rack-C,prod
ALM-00295,2026-09-10T01:49:18,AppDynamics,ao-015-subscriber,subscriber-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 80,dc1,rack-A,prod
ALM-00436,2026-09-10T01:49:18,Prometheus,ao-023-charging,charging-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 73",dc1,rack-C,prod
ALM-00090,2026-09-10T01:49:20,OBM,ao-015-subscriber,subscriber-service,3,timeout,api-gateway servisine yapilan cagri zaman asimina ugradi (98 ms),dc1,rack-A,prod
ALM-02642,2026-09-10T01:49:20,Zabbix,ao-025-payment,payment-service,1,network_flap,Arayuz eth0 link durumu 38 kez degisti,dc1,rack-B,prod
ALM-00228,2026-09-10T01:49:21,SyslogNG,ao-002-api,api-gateway,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 70",dc2,rack-C,prod
ALM-00389,2026-09-10T01:49:21,SyslogNG,ao-017-subscriber,subscriber-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 98",dc1,rack-C,prod
ALM-00399,2026-09-10T01:49:22,Prometheus,ao-050-reconciliation,reconciliation-batch,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 79,dc2,rack-C,prod
ALM-01351,2026-09-10T01:49:22,OBM,ao-029-catalog,catalog-service,4,ntp_drift,Saat sapmasi 48 ms,dc1,rack-C,prod
ALM-00253,2026-09-10T01:49:23,SyslogNG,ao-019-billing,billing-service,4,timeout,charging-service servisine yapilan cagri zaman asimina ugradi (74 ms),dc1,rack-B,prod
ALM-00418,2026-09-10T01:49:23,AppDynamics,ao-021-charging,charging-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 86",dc1,rack-A,prod
ALM-00339,2026-09-10T01:49:25,Prometheus,ao-028-order,order-service,4,latency_high,"Yanit suresi p99 esigi asti, 99 ms",dc2,rack-B,prod
ALM-00304,2026-09-10T01:49:27,SyslogNG,ao-016-subscriber,subscriber-service,4,latency_high,"Yanit suresi p99 esigi asti, 95 ms",dc2,rack-B,prod
ALM-00311,2026-09-10T01:49:27,Prometheus,ao-017-subscriber,subscriber-service,4,latency_high,"Yanit suresi p99 esigi asti, 86 ms",dc1,rack-C,prod
ALM-00160,2026-09-10T01:49:28,Zabbix,ao-051-report,report-batch,3,conn_refused,"report-batch baglantisi reddedildi, hedef erisilemiyor",dc1,rack-A,prod
ALM-00202,2026-09-10T01:49:29,SyslogNG,ao-007-web,web-bff,3,timeout,api-gateway servisine yapilan cagri zaman asimina ugradi (98 ms),dc1,rack-B,prod
ALM-00222,2026-09-10T01:49:30,AppDynamics,ao-001-api,api-gateway,4,latency_high,"Yanit suresi p99 esigi asti, 89 ms",dc1,rack-B,prod
ALM-00120,2026-09-10T01:49:32,AppDynamics,ao-033-subscriber,subscriber-db,4,conn_refused,"dns-resolver baglantisi reddedildi, hedef erisilemiyor",dc1,rack-A,prod
ALM-00066,2026-09-10T01:49:36,Prometheus,ao-003-api,api-gateway,3,timeout,auth-service servisine yapilan cagri zaman asimina ugradi (92 ms),dc1,rack-A,prod
ALM-02603,2026-09-10T01:49:36,SyslogNG,ao-016-subscriber,subscriber-service,1,cert_expiry,Sertifika 73 gun icinde suresi dolacak,dc2,rack-B,prod
ALM-00429,2026-09-10T01:49:38,Prometheus,ao-022-charging,charging-service,3,timeout,subscriber-service servisine yapilan cagri zaman asimina ugradi (75 ms),dc2,rack-B,prod
ALM-00261,2026-09-10T01:49:39,Zabbix,ao-020-billing,billing-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 91",dc2,rack-C,prod
ALM-00238,2026-09-10T01:49:40,Zabbix,ao-003-api,api-gateway,4,timeout,auth-service servisine yapilan cagri zaman asimina ugradi (75 ms),dc1,rack-A,prod
ALM-00444,2026-09-10T01:49:40,Zabbix,ao-027-order,order-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 99,dc1,rack-A,prod
ALM-00210,2026-09-10T01:49:41,Zabbix,ao-008-web,web-bff,3,latency_high,"Yanit suresi p99 esigi asti, 75 ms",dc2,rack-C,prod
ALM-00451,2026-09-10T01:49:41,Zabbix,ao-028-order,order-service,3,timeout,subscriber-service servisine yapilan cagri zaman asimina ugradi (81 ms),dc2,rack-B,prod
ALM-00146,2026-09-10T01:49:43,Prometheus,ao-045-dns,dns-resolver,4,conn_refused,"auth-service baglantisi reddedildi, hedef erisilemiyor",dc1,rack-A,prod
ALM-02814,2026-09-10T01:49:45,Zabbix,ao-054-payment,payment-provider-gw,2,log_rotate,"Log rotasyonu beklenenden uzun surdu, 85 saniye",dc2,rack-A,prod
ALM-01940,2026-09-10T01:49:46,OBM,ao-023-charging,charging-service,2,cert_expiry,Sertifika 43 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-02651,2026-09-10T01:49:46,Prometheus,ao-009-auth,auth-service,2,backup_warn,Yedekleme isi 53 dakika gecikmeli tamamlandi,dc1,rack-A,prod
ALM-00270,2026-09-10T01:49:47,Zabbix,ao-001-api,api-gateway,4,latency_high,"Yanit suresi p99 esigi asti, 99 ms",dc1,rack-B,prod
ALM-00180,2026-09-10T01:49:51,SyslogNG,ao-005-mobile,mobile-bff,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 89,dc1,rack-C,prod
ALM-00382,2026-09-10T01:49:51,Prometheus,ao-016-subscriber,subscriber-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 86,dc2,rack-B,prod
ALM-00371,2026-09-10T01:49:52,Zabbix,ao-015-subscriber,subscriber-service,3,latency_high,"Yanit suresi p99 esigi asti, 95 ms",dc1,rack-A,prod
ALM-00247,2026-09-10T01:49:53,SyslogNG,ao-018-billing,billing-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 86,dc2,rack-A,prod
ALM-00262,2026-09-10T01:49:54,Zabbix,ao-020-billing,billing-service,3,timeout,charging-service servisine yapilan cagri zaman asimina ugradi (71 ms),dc2,rack-C,prod
ALM-00312,2026-09-10T01:49:55,SyslogNG,ao-017-subscriber,subscriber-service,3,timeout,dns-resolver servisine yapilan cagri zaman asimina ugradi (91 ms),dc1,rack-C,prod
ALM-00349,2026-09-10T01:49:55,AppDynamics,ao-004-mobile,mobile-bff,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 96,dc2,rack-B,prod
ALM-00390,2026-09-10T01:49:55,Prometheus,ao-017-subscriber,subscriber-service,3,latency_high,"Yanit suresi p99 esigi asti, 74 ms",dc1,rack-C,prod
ALM-00437,2026-09-10T01:49:55,OBM,ao-023-charging,charging-service,3,latency_high,"Yanit suresi p99 esigi asti, 83 ms",dc1,rack-C,prod
ALM-00445,2026-09-10T01:49:55,SyslogNG,ao-027-order,order-service,3,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 85",dc1,rack-A,prod
ALM-00333,2026-09-10T01:49:56,AppDynamics,ao-027-order,order-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 98,dc1,rack-A,prod
ALM-00355,2026-09-10T01:49:58,SyslogNG,ao-005-mobile,mobile-bff,4,thread_pool,Is parcacigi havuzu doluluk orani yuzde 96,dc1,rack-C,prod
ALM-02804,2026-09-10T01:49:58,Zabbix,ao-006-mobile,mobile-bff,2,backup_warn,Yedekleme isi 70 dakika gecikmeli tamamlandi,dc2,rack-A,prod
ALM-00239,2026-09-10T01:50:01,Zabbix,ao-003-api,api-gateway,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 83,dc1,rack-A,prod
ALM-00296,2026-09-10T01:50:01,SyslogNG,ao-015-subscriber,subscriber-service,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 76,dc1,rack-A,prod
ALM-00322,2026-09-10T01:50:03,SyslogNG,ao-030-notification,notification-service,4,timeout,message-queue servisine yapilan cagri zaman asimina ugradi (86 ms),dc2,rack-A,prod
ALM-02838,2026-09-10T01:50:06,OBM,ao-027-order,order-service,2,network_flap,Arayuz ens192 link durumu 73 kez degisti,dc1,rack-A,prod
ALM-00364,2026-09-10T01:50:07,Prometheus,ao-006-mobile,mobile-bff,4,timeout,order-service servisine yapilan cagri zaman asimina ugradi (94 ms),dc2,rack-A,prod
ALM-01450,2026-09-10T01:50:07,OBM,ao-010-auth,auth-service,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 30 dolu",dc2,rack-B,prod
ALM-00254,2026-09-10T01:50:09,Prometheus,ao-019-billing,billing-service,3,latency_high,"Yanit suresi p99 esigi asti, 73 ms",dc1,rack-B,prod
ALM-02994,2026-09-10T01:50:09,SyslogNG,ao-048-batch,batch-scheduler,1,cert_expiry,Sertifika 84 gun icinde suresi dolacak,dc2,rack-A,prod
ALM-00168,2026-09-10T01:50:10,OBM,ao-004-mobile,mobile-bff,3,thread_pool,Is parcacigi havuzu doluluk orani yuzde 70,dc2,rack-B,prod
